country,iso3,who.region,resource,unit_cost,cost.m,cost.sd
Austria,AUT,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,78.76,37.08
Azerbaijan,AZE,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,11.28,3.98
Bahamas,BHS,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,53.09,22.96
Bahrain,BHR,EMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,42.43,19.06
Bangladesh,BGD,SEA,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,8.04,2.2
Barbados,BRB,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,36.38,13.1
Belarus,BLR,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,15.27,5.81
Belgium,BEL,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,73.88,34.45
Belize,BLZ,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,15.35,4.5
Benin,BEN,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,6.51,1.65
Bermuda,BMU,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,164.66,83.6
Bhutan,BTN,SEA,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,9.13,3.05
Bolivia (Plurinational State of),BOL,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,10.14,3.15
Bosnia and Herzegovina,BIH,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,15.27,5.53
Botswana,BWA,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,16.5,6.09
Brazil,BRA,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,17.21,6.19
British Virgin Islands,VGB,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,17.21,6.19
Brunei Darussalam,BRN,WPR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,47.22,22.03
Bulgaria,BGR,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,21.86,8.72
Burkina Faso,BFA,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,5.5,1.32
Burundi,BDI,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,4.12,1.02
Cabo Verde,CPV,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,10.98,3.19
Cambodia,KHM,WPR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,6.72,1.78
Cameroon,CMR,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,7.21,1.85
Canada,CAN,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,72.55,33.51
Cayman Islands,CYM,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,133.65,66.58
Central African Republic,CAF,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,5.84,1.42
Chad,TCD,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,5.19,1.23
Chile,CHL,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,27.95,11.31
China,CHN,WPR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,24.51,9.21
"China, Hong Kong SAR",HKG,WPR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,75.37,35.66
"China, Macao SAR",MAC,WPR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,122.47,62.99
Colombia,COL,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,13.91,4.95
Comoros,COM,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,7.25,1.82
Congo,COG,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,9.49,2.43
Cook Islands,COK,WPR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,32.74,11.74
Costa Rica,CRI,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,26.63,10.43
Côte d'Ivoire,CIV,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,9.09,2.53
Croatia,HRV,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,28.45,11.76
Cuba,CUB,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,21.18,8.05
Curaçao,CUW,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,39.69,16.33
Cyprus,CYP,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,48.62,21.46
Czechia,CZE,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,42.14,18.69
Democratic People's Republic of Korea,PRK,SEA,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,10.29,2.51
Democratic Republic of the Congo,COD,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,6.07,1.47
Denmark,DNK,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,95.86,45.97
Djibouti,DJI,EMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,12.68,3.6
Dominica,DMA,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,18.33,6.09
Dominican Republic,DOM,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,17.49,6.55
Ecuador,ECU,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,15.74,5.26
Egypt,EGY,EMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,10,3.41
El Salvador,SLV,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,11.99,3.75
Equatorial Guinea,GNQ,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,17.22,6.44
Eritrea,ERI,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,16.9,6.43
Estonia,EST,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,42.85,18.77
Eswatini,SWZ,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,10.73,3.38
Ethiopia,ETH,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,5.93,1.43
Fiji,FJI,WPR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,13.64,4.61
Finland,FIN,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,80.14,37.41
France,FRA,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,66.5,30.48
French Polynesia,PYF,WPR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,66.5,30.48
Gabon,GAB,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,17.59,6.36
Gambia,GMB,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,5.23,1.25
Georgia,GEO,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,11.36,4.03
Germany,DEU,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,75.88,35.59
Ghana,GHA,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,9,2.52
Greece,GRC,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,35.38,14.75
Greenland,GRL,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,84.12,41.35
Grenada,GRD,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,23.25,8.57
Guam,GUM,WPR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,62.68,29.51
Guatemala,GTM,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,14.09,4.46
Guinea,GIN,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,6.83,1.67
Guinea-Bissau,GNB,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,5.35,1.27
Guyana,GUY,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,16.5,6.27
Haiti,HTI,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,6.59,1.62
Honduras,HND,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,9.41,2.62
Hungary,HUN,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,31.48,13.36
Iceland,ISL,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,94.27,44.75
India,IND,SEA,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,7.04,2.03
Indonesia,IDN,SEA,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,10.94,3.71
Iran (Islamic Republic of),IRN,EMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,6.66,2.26
Iraq,IRQ,EMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,12.43,4.02
Ireland,IRL,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,123.76,62.44
Israel,ISR,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,74.33,33.79
Italy,ITA,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,56.07,25.17
Jamaica,JAM,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,14.06,4.5
Japan,JPN,WPR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,68.35,30.88
Jordan,JOR,EMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,12.54,4.12
Kazakhstan,KAZ,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,19.75,7.96
Kenya,KEN,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,8.03,2.13
Kiribati,KIR,WPR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,10.29,2.51
Kuwait,KWT,EMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,55.75,25.65
Kyrgyzstan,KGZ,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,5.04,1.36
Lao People's Democratic Republic,LAO,WPR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,8.67,2.67
Latvia,LVA,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,34.64,14.69
Lebanon,LBN,EMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,13.45,4.61
Lesotho,LSO,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,5.5,1.32
Liberia,LBR,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,5.35,1.28
Libya,LBY,EMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,10.83,3.58
Lithuania,LTU,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,37.73,16.48
Luxembourg,LUX,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,159.61,82.75
Madagascar,MDG,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,4.24,1
Malawi,MWI,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,5.36,1.27
Malaysia,MYS,WPR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,22.18,9.04
Maldives,MDV,SEA,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,19.07,6.77
Mali,MLI,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,5.59,1.34
Malta,MLT,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,49.99,22.38
Marshall Islands,MHL,WPR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,17.35,4.61
Mauritania,MRT,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,6.82,1.87
Mauritius,MUS,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,19.82,7.64
Mexico,MEX,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,19.59,7.43
Micronesia (Federated States of),FSM,WPR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,16.69,4.31
Monaco,MCO,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,234.61,130.6
Mongolia,MNG,WPR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,11.28,3.83
Montenegro,MNE,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,17.88,6.87
Montserrat,MSR,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,23.19,7.07
Morocco,MAR,EMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,10.24,3.07
Mozambique,MOZ,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,4.46,1.06
Myanmar,MMR,SEA,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,6.02,1.62
Namibia,NAM,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,12.74,4.09
Nauru,NRU,WPR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,26.87,9.68
Nepal,NPL,SEA,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,5.48,1.41
Netherlands,NLD,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,83.97,39.94
New Caledonia,NCL,WPR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,83.97,39.94
New Zealand,NZL,WPR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,70.62,32.25
Nicaragua,NIC,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,7.5,2.09
Niger,NER,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,5.68,1.36
Nigeria,NGA,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,8.45,2.32
Niue,NIU,WPR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,44.52,17.84
North Macedonia,MKD,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,14.68,5.4
Northern Mariana Islands,MNP,WPR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,37.1,16.95
Norway,NOR,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,104.09,50.33
Oman,OMN,EMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,31.21,12.95
Pakistan,PAK,EMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,5.16,1.38
Palau,PLW,WPR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,33.12,12.72
Panama,PAN,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,25.85,10.54
Papua New Guinea,PNG,WPR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,11.39,3.02
Paraguay,PRY,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,13.38,4.64
Peru,PER,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,16.64,5.69
Philippines,PHL,WPR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,10.59,3.29
Poland,POL,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,30.9,13.16
Portugal,PRT,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,42.43,18.34
Puerto Rico,PRI,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,58.36,25.65
Qatar,QAT,EMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,79.01,38.78
Republic of Korea,KOR,WPR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,55.56,25.03
Republic of Moldova,MDA,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,12.41,4.3
Romania,ROU,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,26.29,11.01
Russian Federation,RUS,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,21.62,8.82
Rwanda,RWA,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,5.39,1.29
Saint Kitts and Nevis,KNA,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,35.86,14.6
Saint Lucia,LCA,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,23.62,8.32
Saint Vincent and the Grenadines,VCT,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,19.09,6.66
Samoa,WSM,WPR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,14.24,4.15
San Marino,SMR,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,76.89,36.64
Sao Tome and Principe,STP,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,9.5,2.51
Saudi Arabia,SAU,EMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,37.09,16.55
Senegal,SEN,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,7.46,1.89
Serbia,SRB,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,18.08,6.87
Seychelles,SYC,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,24.43,9.87
Sierra Leone,SLE,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,3.92,0.92
Singapore,SGP,WPR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,90.57,45.05
Sint Maarten (Dutch part),SXM,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,53.13,23.35
Slovakia,SVK,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,37.33,15.87
Slovenia,SVN,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,46.58,20.63
Solomon Islands,SLB,WPR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,13.03,3.21
Somalia,SOM,EMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,4.19,1.02
South Africa,ZAF,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,14,4.79
South Sudan,SSD,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,8.03,2.12
Spain,ESP,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,49.35,21.78
Sri Lanka,LKA,SEA,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,10.21,3.53
Sudan,SDN,EMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,2.88,0.74
Suriname,SUR,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,15.99,5.91
Sweden,SWE,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,84.44,39.85
Switzerland,CHE,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,128.87,63.7
Syrian Arab Republic,SYR,EMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,128.87,63.7
Tajikistan,TJK,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,4.24,1.08
Thailand,THA,SEA,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,17.26,6.48
Timor-Leste,TLS,SEA,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,7.1,1.78
Togo,TGO,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,6.12,1.47
Tokelau,TKL,WPR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,23.19,7.07
Tonga,TON,WPR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,16.63,4.92
Trinidad and Tobago,TTO,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,31.97,13
Tunisia,TUN,EMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,9.98,3.25
Turkey,TUR,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,18.6,7.54
Turkmenistan,TKM,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,18.66,6.86
Turks and Caicos Islands,TCA,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,48.37,19.56
Tuvalu,TUV,WPR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,16.73,4.54
Uganda,UGA,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,5.39,1.29
Ukraine,UKR,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,10.36,3.57
United Arab Emirates,ARE,EMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,69.71,33.35
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,68.7,31.39
United Republic of Tanzania,TZA,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,6.24,1.53
United States of America,USA,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,98.81,47.68
Uruguay,URY,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,32.63,13.07
Uzbekistan,UZB,EUR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,6,1.78
Vanuatu,VUT,WPR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,14.88,3.72
Venezuela (Bolivarian Republic of),VEN,AMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,14.88,3.72
Viet Nam,VNM,WPR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,8.99,2.8
Wallis and Futuna Islands,WLF,WPR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,44.52,17.84
Yemen,YEM,EMR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,7.39,1.77
Zambia,ZMB,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,5.41,1.36
Zimbabwe,ZWE,AFR,Fluoroquinolone-based TPT adverse events treatment,c_aes_FQ,6.37,1.57
Afghanistan,AFG,EMR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,3.65,0.86
Albania,ALB,EUR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,13.81,4.86
Algeria,DZA,AFR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,9.69,3.22
American Samoa,ASM,WPR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,23.19,9.92
Andorra,AND,EUR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,63.87,31.75
Angola,AGO,AFR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,6.99,2.02
Anguilla,AIA,AMR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,49.99,20.74
Antigua and Barbuda,ATG,AMR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,31.97,12.35
Argentina,ARG,AMR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,19.4,7.49
Armenia,ARM,EUR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,11.65,4.04
Aruba,ABW,AMR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,54.13,24.13
Australia,AUS,WPR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,84.21,39.55
Austria,AUT,EUR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,78.76,37.08
Azerbaijan,AZE,EUR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,11.28,3.98
Bahamas,BHS,AMR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,53.09,22.96
Bahrain,BHR,EMR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,42.43,19.06
Bangladesh,BGD,SEA,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,8.04,2.2
Barbados,BRB,AMR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,36.38,13.1
Belarus,BLR,EUR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,15.27,5.81
Belgium,BEL,EUR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,73.88,34.45
Belize,BLZ,AMR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,15.35,4.5
Benin,BEN,AFR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,6.51,1.65
Bermuda,BMU,AMR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,164.66,83.6
Bhutan,BTN,SEA,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,9.13,3.05
Bolivia (Plurinational State of),BOL,AMR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,10.14,3.15
Bosnia and Herzegovina,BIH,EUR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,15.27,5.53
Botswana,BWA,AFR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,16.5,6.09
Brazil,BRA,AMR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,17.21,6.19
British Virgin Islands,VGB,AMR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,17.21,6.19
Brunei Darussalam,BRN,WPR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,47.22,22.03
Bulgaria,BGR,EUR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,21.86,8.72
Burkina Faso,BFA,AFR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,5.5,1.32
Burundi,BDI,AFR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,4.12,1.02
Cabo Verde,CPV,AFR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,10.98,3.19
Cambodia,KHM,WPR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,6.72,1.78
Cameroon,CMR,AFR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,7.21,1.85
Canada,CAN,AMR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,72.55,33.51
Cayman Islands,CYM,AMR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,133.65,66.58
Central African Republic,CAF,AFR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,5.84,1.42
Chad,TCD,AFR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,5.19,1.23
Chile,CHL,AMR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,27.95,11.31
China,CHN,WPR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,24.51,9.21
"China, Hong Kong SAR",HKG,WPR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,75.37,35.66
"China, Macao SAR",MAC,WPR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,122.47,62.99
Colombia,COL,AMR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,13.91,4.95
Comoros,COM,AFR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,7.25,1.82
Congo,COG,AFR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,9.49,2.43
Cook Islands,COK,WPR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,32.74,11.74
Costa Rica,CRI,AMR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,26.63,10.43
Côte d'Ivoire,CIV,AFR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,9.09,2.53
Croatia,HRV,EUR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,28.45,11.76
Cuba,CUB,AMR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,21.18,8.05
Curaçao,CUW,AMR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,39.69,16.33
Cyprus,CYP,EUR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,48.62,21.46
Czechia,CZE,EUR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,42.14,18.69
Democratic People's Republic of Korea,PRK,SEA,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,10.29,2.51
Democratic Republic of the Congo,COD,AFR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,6.07,1.47
Denmark,DNK,EUR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,95.86,45.97
Djibouti,DJI,EMR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,12.68,3.6
Dominica,DMA,AMR,Bedaquiline-based TPT adverse events treatment,c_aes_BDQ,18.33,6.09
