country,iso3,who.region,resource,unit_cost,cost.m,cost.sd
Turkey,TUR,EUR,Isoniazid-based TPT monitoring,c_monit_INH,35.06,21.94
Turkmenistan,TKM,EUR,Isoniazid-based TPT monitoring,c_monit_INH,54.26,33.95
Turks and Caicos Islands,TCA,AMR,Isoniazid-based TPT monitoring,c_monit_INH,123.73,77.42
Tuvalu,TUV,WPR,Isoniazid-based TPT monitoring,c_monit_INH,102.8,64.32
Uganda,UGA,AFR,Isoniazid-based TPT monitoring,c_monit_INH,41.06,25.69
Ukraine,UKR,EUR,Isoniazid-based TPT monitoring,c_monit_INH,32.96,20.62
United Arab Emirates,ARE,EMR,Isoniazid-based TPT monitoring,c_monit_INH,71.14,44.51
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,Isoniazid-based TPT monitoring,c_monit_INH,103.55,64.79
United Republic of Tanzania,TZA,AFR,Isoniazid-based TPT monitoring,c_monit_INH,44.71,27.97
United States of America,USA,AMR,Isoniazid-based TPT monitoring,c_monit_INH,115.45,72.24
Uruguay,URY,AMR,Isoniazid-based TPT monitoring,c_monit_INH,78.19,48.93
Uzbekistan,UZB,EUR,Isoniazid-based TPT monitoring,c_monit_INH,26.38,16.51
Vanuatu,VUT,WPR,Isoniazid-based TPT monitoring,c_monit_INH,110.24,68.98
Venezuela (Bolivarian Republic of),VEN,AMR,Isoniazid-based TPT monitoring,c_monit_INH,110.24,68.98
Viet Nam,VNM,WPR,Isoniazid-based TPT monitoring,c_monit_INH,37.18,23.26
Wallis and Futuna Islands,WLF,WPR,Isoniazid-based TPT monitoring,c_monit_INH,115.45,72.24
Yemen,YEM,EMR,Isoniazid-based TPT monitoring,c_monit_INH,65.73,41.13
Zambia,ZMB,AFR,Isoniazid-based TPT monitoring,c_monit_INH,35.17,22.01
Zimbabwe,ZWE,AFR,Isoniazid-based TPT monitoring,c_monit_INH,44.99,28.15
Afghanistan,AFG,EMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,28.14,17.61
Albania,ALB,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,43.58,27.27
Algeria,DZA,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,33.92,21.22
American Samoa,ASM,WPR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,33.92,21.22
Andorra,AND,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,33.92,21.22
Angola,AGO,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,33.47,20.95
Anguilla,AIA,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,115.45,72.24
Antigua and Barbuda,ATG,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,88.07,55.11
Argentina,ARG,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,46.93,29.37
Armenia,ARM,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,37.09,23.21
Aruba,ABW,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,87.12,54.51
Australia,AUS,WPR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,113.9,71.27
Austria,AUT,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,100.8,63.08
Azerbaijan,AZE,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,33.67,21.07
Bahamas,BHS,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,101.77,63.68
Bahrain,BHR,EMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,57.63,36.06
Bangladesh,BGD,SEA,Fluoroquinolone-based TPT monitoring,c_monit_FQ,44.72,27.98
Barbados,BRB,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,129.18,80.83
Belarus,BLR,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,36.64,22.93
Belgium,BEL,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,99.07,61.99
Belize,BLZ,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,79.32,49.64
Benin,BEN,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,42.52,26.61
Bermuda,BMU,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,158.56,99.22
Bhutan,BTN,SEA,Fluoroquinolone-based TPT monitoring,c_monit_FQ,31.32,19.6
Bolivia (Plurinational State of),BOL,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,43.37,27.14
Bosnia and Herzegovina,BIH,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,44.61,27.91
Botswana,BWA,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,45.79,28.65
Brazil,BRA,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,52.89,33.1
British Virgin Islands,VGB,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,52.89,33.1
Brunei Darussalam,BRN,WPR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,48.29,30.22
Bulgaria,BGR,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,47.27,29.58
Burkina Faso,BFA,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,42.09,26.34
Burundi,BDI,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,41.02,25.67
Cabo Verde,CPV,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,55.48,34.71
Cambodia,KHM,WPR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,39.5,24.71
Cameroon,CMR,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,45.88,28.71
Canada,CAN,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,103.85,64.98
Cayman Islands,CYM,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,137.49,86.03
Central African Republic,CAF,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,56.2,35.17
Chad,TCD,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,44.25,27.69
Chile,CHL,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,60.94,38.13
China,CHN,WPR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,70.03,43.82
"China, Hong Kong SAR",HKG,WPR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,90.29,56.49
"China, Macao SAR",MAC,WPR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,75.02,46.94
Colombia,COL,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,42.27,26.45
Comoros,COM,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,48.88,30.58
Congo,COG,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,62.59,39.16
Cook Islands,COK,WPR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,115.45,72.24
Costa Rica,CRI,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,66.3,41.48
Côte d'Ivoire,CIV,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,49.19,30.78
Croatia,HRV,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,56.01,35.05
Cuba,CUB,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,56.01,35.05
Curaçao,CUW,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,89.09,55.75
Cyprus,CYP,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,79.93,50.01
Czechia,CZE,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,62.96,39.4
Democratic People's Republic of Korea,PRK,SEA,Fluoroquinolone-based TPT monitoring,c_monit_FQ,79.79,49.92
Democratic Republic of the Congo,COD,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,56.84,35.56
Denmark,DNK,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,116.43,72.85
Djibouti,DJI,EMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,68.4,42.8
Dominica,DMA,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,72.22,45.19
Dominican Republic,DOM,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,46.78,29.27
Ecuador,ECU,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,59.34,37.13
Egypt,EGY,EMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,32.49,20.33
El Salvador,SLV,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,51.6,32.29
Equatorial Guinea,GNQ,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,45.97,28.76
Eritrea,ERI,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,41.89,26.21
Estonia,EST,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,70.1,43.86
Eswatini,SWZ,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,44.54,27.87
Ethiopia,ETH,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,44.62,27.92
Fiji,FJI,WPR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,48.58,30.4
Finland,FIN,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,110.83,69.35
France,FRA,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,96.47,60.36
French Polynesia,PYF,WPR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,96.47,60.36
Gabon,GAB,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,53.25,33.32
Gambia,GMB,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,39.89,24.96
Georgia,GEO,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,33.24,20.8
Germany,DEU,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,98.32,61.52
Ghana,GHA,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,48.04,30.06
Greece,GRC,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,71.7,44.86
Greenland,GRL,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,71.7,44.86
Grenada,GRD,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,70.32,44
Guam,GUM,WPR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,70.32,44
Guatemala,GTM,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,60.03,37.56
Guinea,GIN,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,48.93,30.62
Guinea-Bissau,GNB,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,43.1,26.97
Guyana,GUY,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,40.75,25.5
Haiti,HTI,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,46.44,29.06
Honduras,HND,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,51.24,32.06
Hungary,HUN,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,55.48,34.72
Iceland,ISL,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,123.91,77.54
India,IND,SEA,Fluoroquinolone-based TPT monitoring,c_monit_FQ,34,21.27
Indonesia,IDN,SEA,Fluoroquinolone-based TPT monitoring,c_monit_FQ,37,23.15
Iran (Islamic Republic of),IRN,EMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,20.09,12.57
Iraq,IRQ,EMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,49.16,30.76
Ireland,IRL,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,103.37,64.68
Israel,ISR,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,120.3,75.27
Italy,ITA,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,87.41,54.69
Jamaica,JAM,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,58.4,36.54
Japan,JPN,WPR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,111.19,69.58
Jordan,JOR,EMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,47.75,29.88
Kazakhstan,KAZ,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,39.12,24.48
Kenya,KEN,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,47.67,29.83
Kiribati,KIR,WPR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,79.79,49.92
Kuwait,KWT,EMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,71.93,45.01
Kyrgyzstan,KGZ,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,27.29,17.08
Lao People's Democratic Republic,LAO,WPR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,36.88,23.08
Latvia,LVA,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,63.53,39.75
Lebanon,LBN,EMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,45.95,28.75
Lesotho,LSO,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,41.33,25.86
Liberia,LBR,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,47.15,29.5
Libya,LBY,EMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,39.37,24.64
Lithuania,LTU,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,59.61,37.3
Luxembourg,LUX,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,113.03,70.73
Madagascar,MDG,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,35.91,22.47
Malawi,MWI,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,46.03,28.8
Malaysia,MYS,WPR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,43.06,26.95
Maldives,MDV,SEA,Fluoroquinolone-based TPT monitoring,c_monit_FQ,62.53,39.13
Mali,MLI,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,42.41,26.53
Malta,MLT,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,75.5,47.24
Marshall Islands,MHL,WPR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,111.98,70.07
Mauritania,MRT,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,36.74,22.99
Mauritius,MUS,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,48.47,30.33
Mexico,MEX,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,51.17,32.02
Micronesia (Federated States of),FSM,WPR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,114.57,71.69
Monaco,MCO,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,40.41,25.29
Mongolia,MNG,WPR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,38.23,23.92
Montenegro,MNE,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,43.15,27
Montserrat,MSR,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,115.45,72.24
Morocco,MAR,EMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,47.62,29.8
Mozambique,MOZ,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,39.95,25
Myanmar,MMR,SEA,Fluoroquinolone-based TPT monitoring,c_monit_FQ,33.72,21.1
Namibia,NAM,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,51.82,32.43
Nauru,NRU,WPR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,89.94,56.28
Nepal,NPL,SEA,Fluoroquinolone-based TPT monitoring,c_monit_FQ,33.27,20.82
Netherlands,NLD,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,101.96,63.8
New Caledonia,NCL,WPR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,101.96,63.8
New Zealand,NZL,WPR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,108.22,67.71
Nicaragua,NIC,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,39.49,24.71
Niger,NER,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,51.67,32.33
Nigeria,NGA,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,46.68,29.21
Niue,NIU,WPR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,115.45,72.24
North Macedonia,MKD,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,40.16,25.13
Northern Mariana Islands,MNP,WPR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,40.16,25.13
Norway,NOR,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,122.94,76.93
Oman,OMN,EMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,62.27,38.96
Pakistan,PAK,EMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,28.26,17.68
Palau,PLW,WPR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,93.97,58.8
Panama,PAN,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,52.9,33.1
Papua New Guinea,PNG,WPR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,70.36,44.03
Paraguay,PRY,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,43.92,27.48
Peru,PER,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,59.55,37.26
Philippines,PHL,WPR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,45.39,28.4
Poland,POL,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,52.75,33.01
Portugal,PRT,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,75.1,46.99
Puerto Rico,PRI,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,105.67,66.12
Qatar,QAT,EMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,65.21,40.8
Republic of Korea,KOR,WPR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,84.3,52.75
Republic of Moldova,MDA,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,40.41,25.29
Romania,ROU,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,46.61,29.16
Russian Federation,RUS,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,41.44,25.93
Rwanda,RWA,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,41.61,26.03
Saint Kitts and Nevis,KNA,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,82.04,51.34
Saint Lucia,LCA,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,82.74,51.77
Saint Vincent and the Grenadines,VCT,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,65.98,41.29
Samoa,WSM,WPR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,73.52,46
San Marino,SMR,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,86.89,54.37
Sao Tome and Principe,STP,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,58.29,36.47
Saudi Arabia,SAU,EMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,49.65,31.07
Senegal,SEN,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,49.34,30.87
Serbia,SRB,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,46.03,28.8
Seychelles,SYC,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,51.33,32.12
Sierra Leone,SLE,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,32.18,20.13
Singapore,SGP,WPR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,70.07,43.85
Sint Maarten (Dutch part),SXM,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,93.03,58.21
Slovakia,SVK,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,69.48,43.48
Slovenia,SVN,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,73.42,45.94
Solomon Islands,SLB,WPR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,99.55,62.29
Somalia,SOM,EMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,40.82,25.54
South Africa,ZAF,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,48.59,30.4
South Sudan,SSD,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,48.59,30.4
Spain,ESP,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,81.49,50.99
Sri Lanka,LKA,SEA,Fluoroquinolone-based TPT monitoring,c_monit_FQ,32.14,20.11
Sudan,SDN,EMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,16.2,10.14
Suriname,SUR,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,44.04,27.56
Sweden,SWE,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,109.87,68.75
Switzerland,CHE,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,140.13,87.68
Syrian Arab Republic,SYR,EMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,140.13,87.68
Tajikistan,TJK,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,25.71,16.09
Thailand,THA,SEA,Fluoroquinolone-based TPT monitoring,c_monit_FQ,45.51,28.48
Timor-Leste,TLS,SEA,Fluoroquinolone-based TPT monitoring,c_monit_FQ,47.52,29.73
Togo,TGO,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,47.51,29.73
Tokelau,TKL,WPR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,115.45,72.24
Tonga,TON,WPR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,85.15,53.28
Trinidad and Tobago,TTO,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,70.96,44.4
Tunisia,TUN,EMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,37.35,23.37
Turkey,TUR,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,35.06,21.94
Turkmenistan,TKM,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,54.26,33.95
Turks and Caicos Islands,TCA,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,123.73,77.42
Tuvalu,TUV,WPR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,102.8,64.32
Uganda,UGA,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,41.06,25.69
Ukraine,UKR,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,32.96,20.62
United Arab Emirates,ARE,EMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,71.14,44.51
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,103.55,64.79
United Republic of Tanzania,TZA,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,44.71,27.97
United States of America,USA,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,115.45,72.24
Uruguay,URY,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,78.19,48.93
Uzbekistan,UZB,EUR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,26.38,16.51
Vanuatu,VUT,WPR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,110.24,68.98
Venezuela (Bolivarian Republic of),VEN,AMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,110.24,68.98
Viet Nam,VNM,WPR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,37.18,23.26
Wallis and Futuna Islands,WLF,WPR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,115.45,72.24
Yemen,YEM,EMR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,65.73,41.13
Zambia,ZMB,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,35.17,22.01
Zimbabwe,ZWE,AFR,Fluoroquinolone-based TPT monitoring,c_monit_FQ,44.99,28.15
Afghanistan,AFG,EMR,Bedaquiline-based TPT monitoring,c_monit_BDQ,28.14,17.61
Albania,ALB,EUR,Bedaquiline-based TPT monitoring,c_monit_BDQ,43.58,27.27
Algeria,DZA,AFR,Bedaquiline-based TPT monitoring,c_monit_BDQ,33.92,21.22
American Samoa,ASM,WPR,Bedaquiline-based TPT monitoring,c_monit_BDQ,33.92,21.22
Andorra,AND,EUR,Bedaquiline-based TPT monitoring,c_monit_BDQ,33.92,21.22
Angola,AGO,AFR,Bedaquiline-based TPT monitoring,c_monit_BDQ,33.47,20.95
Anguilla,AIA,AMR,Bedaquiline-based TPT monitoring,c_monit_BDQ,115.45,72.24
Antigua and Barbuda,ATG,AMR,Bedaquiline-based TPT monitoring,c_monit_BDQ,88.07,55.11
Argentina,ARG,AMR,Bedaquiline-based TPT monitoring,c_monit_BDQ,46.93,29.37
Armenia,ARM,EUR,Bedaquiline-based TPT monitoring,c_monit_BDQ,37.09,23.21
Aruba,ABW,AMR,Bedaquiline-based TPT monitoring,c_monit_BDQ,87.12,54.51
Australia,AUS,WPR,Bedaquiline-based TPT monitoring,c_monit_BDQ,113.9,71.27
Austria,AUT,EUR,Bedaquiline-based TPT monitoring,c_monit_BDQ,100.8,63.08
Azerbaijan,AZE,EUR,Bedaquiline-based TPT monitoring,c_monit_BDQ,33.67,21.07
Bahamas,BHS,AMR,Bedaquiline-based TPT monitoring,c_monit_BDQ,101.77,63.68
Bahrain,BHR,EMR,Bedaquiline-based TPT monitoring,c_monit_BDQ,57.63,36.06
Bangladesh,BGD,SEA,Bedaquiline-based TPT monitoring,c_monit_BDQ,44.72,27.98
Barbados,BRB,AMR,Bedaquiline-based TPT monitoring,c_monit_BDQ,129.18,80.83
Belarus,BLR,EUR,Bedaquiline-based TPT monitoring,c_monit_BDQ,36.64,22.93
Belgium,BEL,EUR,Bedaquiline-based TPT monitoring,c_monit_BDQ,99.07,61.99
Belize,BLZ,AMR,Bedaquiline-based TPT monitoring,c_monit_BDQ,79.32,49.64
Benin,BEN,AFR,Bedaquiline-based TPT monitoring,c_monit_BDQ,42.52,26.61
Bermuda,BMU,AMR,Bedaquiline-based TPT monitoring,c_monit_BDQ,158.56,99.22
Bhutan,BTN,SEA,Bedaquiline-based TPT monitoring,c_monit_BDQ,31.32,19.6
Bolivia (Plurinational State of),BOL,AMR,Bedaquiline-based TPT monitoring,c_monit_BDQ,43.37,27.14
Bosnia and Herzegovina,BIH,EUR,Bedaquiline-based TPT monitoring,c_monit_BDQ,44.61,27.91
Botswana,BWA,AFR,Bedaquiline-based TPT monitoring,c_monit_BDQ,45.79,28.65
Brazil,BRA,AMR,Bedaquiline-based TPT monitoring,c_monit_BDQ,52.89,33.1
British Virgin Islands,VGB,AMR,Bedaquiline-based TPT monitoring,c_monit_BDQ,52.89,33.1
Brunei Darussalam,BRN,WPR,Bedaquiline-based TPT monitoring,c_monit_BDQ,48.29,30.22
Bulgaria,BGR,EUR,Bedaquiline-based TPT monitoring,c_monit_BDQ,47.27,29.58
Burkina Faso,BFA,AFR,Bedaquiline-based TPT monitoring,c_monit_BDQ,42.09,26.34
Burundi,BDI,AFR,Bedaquiline-based TPT monitoring,c_monit_BDQ,41.02,25.67
Cabo Verde,CPV,AFR,Bedaquiline-based TPT monitoring,c_monit_BDQ,55.48,34.71
Cambodia,KHM,WPR,Bedaquiline-based TPT monitoring,c_monit_BDQ,39.5,24.71
Cameroon,CMR,AFR,Bedaquiline-based TPT monitoring,c_monit_BDQ,45.88,28.71
Canada,CAN,AMR,Bedaquiline-based TPT monitoring,c_monit_BDQ,103.85,64.98
Cayman Islands,CYM,AMR,Bedaquiline-based TPT monitoring,c_monit_BDQ,137.49,86.03
Central African Republic,CAF,AFR,Bedaquiline-based TPT monitoring,c_monit_BDQ,56.2,35.17
Chad,TCD,AFR,Bedaquiline-based TPT monitoring,c_monit_BDQ,44.25,27.69
Chile,CHL,AMR,Bedaquiline-based TPT monitoring,c_monit_BDQ,60.94,38.13
China,CHN,WPR,Bedaquiline-based TPT monitoring,c_monit_BDQ,70.03,43.82
"China, Hong Kong SAR",HKG,WPR,Bedaquiline-based TPT monitoring,c_monit_BDQ,90.29,56.49
"China, Macao SAR",MAC,WPR,Bedaquiline-based TPT monitoring,c_monit_BDQ,75.02,46.94
Colombia,COL,AMR,Bedaquiline-based TPT monitoring,c_monit_BDQ,42.27,26.45
